animal_type,intake_year,breed,Count of breed
Dog,2015,Lhasa Apso Mix,31
Dog,2015,Pug Mix,29
Dog,2015,Basset Hound Mix,29
Dog,2015,Queensland Heeler Mix,28
Dog,2015,Toy Poodle Mix,28
Dog,2015,Chow Chow Mix,28
Dog,2015,Maltese Mix,28
Dog,2015,Siberian Husky,27
Dog,2015,Pomeranian Mix,27
Dog,2015,Cocker Spaniel Mix,26
Dog,2015,Flat Coat Retriever Mix,25
Dog,2015,Boxer,24
Dog,2015,Pit Bull/Labrador Retriever,23
Dog,2015,Doberman Pinsch Mix,23
Dog,2015,Dachshund,22
Dog,2015,Carolina Dog Mix,22
Dog,2015,Redbone Hound Mix,21
Dog,2015,Bull Terrier Mix,21
Dog,2015,Labrador Retriever/Border Collie,20
Dog,2015,Labrador Retriever/Australian Cattle Dog,20
Dog,2015,Australian Cattle Dog,18
Dog,2015,Norfolk Terrier Mix,17
Dog,2015,Chinese Sharpei Mix,17
Dog,2015,Dachshund Longhair Mix,17
Dog,2015,Labrador Retriever/Boxer,17
Dog,2015,Dachshund Wirehair Mix,17
Dog,2015,Labrador Retriever/Plott Hound,17
Dog,2015,Mastiff Mix,16
Dog,2015,Collie Smooth Mix,16
Dog,2015,English Bulldog,16
Dog,2015,Whippet Mix,15
Dog,2015,Yorkshire Terrier,15
Dog,2015,Pharaoh Hound Mix,15
Dog,2015,Pug,15
Dog,2015,Maltese/Miniature Poodle,15
Dog,2015,Pekingese Mix,15
Dog,2015,Labrador Retriever/Anatol Shepherd,15
Dog,2015,Boxer/Labrador Retriever,15
Dog,2015,Border Terrier Mix,15
Dog,2015,Australian Cattle Dog/Labrador Retriever,15
Dog,2015,Boston Terrier Mix,15
Dog,2015,American Staffordshire Terrier,15
Dog,2015,English Bulldog Mix,14
Dog,2015,Rhod Ridgeback Mix,13
Dog,2015,Norwich Terrier Mix,13
Dog,2015,Pit Bull/Boxer,13
Dog,2015,Chihuahua Shorthair/Rat Terrier,13
Dog,2015,Labrador Retriever/Great Pyrenees,13
Dog,2015,German Shorthair Pointer Mix,13
Dog,2015,Bichon Frise Mix,13
Dog,2015,Soft Coated Wheaten Terrier Mix,12
Dog,2015,Chihuahua Shorthair/Cardigan Welsh Corgi,12
Dog,2015,Harrier Mix,12
Dog,2015,Bruss Griffon Mix,12
Dog,2015,Boxer/Pit Bull,12
Dog,2015,Australian Shepherd,12
Dog,2015,Belgian Malinois Mix,12
Dog,2015,Pembroke Welsh Corgi Mix,11
Dog,2015,Miniature Schnauzer/Miniature Poodle,11
Dog,2015,Rat Terrier/Chihuahua Shorthair,11
Dog,2015,Shetland Sheepdog Mix,11
Dog,2015,Dachshund Wirehair/Miniature Poodle,11
Dog,2015,Great Dane Mix,11
Dog,2015,Havanese Mix,11
Dog,2015,Jack Russell Terrier/Chihuahua Shorthair,11
Dog,2015,Black/Tan Hound Mix,11
Dog,2015,Beagle,11
Dog,2015,Rat Terrier,10
Dog,2015,Standard Schnauzer Mix,10
Dog,2015,Weimaraner Mix,10
Dog,2015,Miniature Schnauzer,10
Dog,2015,Doberman Pinsch,10
Dog,2015,Labrador Retriever/Beagle,10
Dog,2015,Labrador Retriever/Australian Shepherd,10
Dog,2015,Great Pyrenees,10
Dog,2015,Basset Hound,10
Dog,2015,Pit Bull/Catahoula,9
Dog,2015,Pointer/Labrador Retriever,9
Dog,2015,Papillon Mix,9
Dog,2015,Pug/Beagle,9
Dog,2015,West Highland Mix,9
Dog,2015,Jack Russell Terrier,9
Dog,2015,Dachshund/Manchester Terrier,9
Dog,2015,Dalmatian Mix,9
Dog,2015,Golden Retriever,9
Dog,2015,Great Pyrenees/Labrador Retriever,9
Dog,2015,Chihuahua Shorthair/Boston Terrier,9
Dog,2015,Chihuahua Shorthair/Jack Russell Terrier,9
Dog,2015,Beauceron Mix,9
Dog,2015,Border Collie/Labrador Retriever,9
Dog,2015,Miniature Poodle/Miniature Schnauzer,8
Dog,2015,Schnauzer Giant Mix,8
Dog,2015,Rottweiler/German Shepherd,8
Dog,2015,Miniature Poodle,8
Dog,2015,Yorkshire Terrier/Chihuahua Shorthair,8
Dog,2015,Shiba Inu Mix,8
Dog,2015,Pug/Chihuahua Shorthair,8
Dog,2015,Plott Hound/Labrador Retriever,8
Dog,2015,St. Bernard Rough Coat Mix,8
Dog,2015,Labrador Retriever/Chow Chow,8
Dog,2015,Labrador Retriever/Catahoula,8
Dog,2015,Cocker Spaniel/Labrador Retriever,8
Dog,2015,Greyhound,8
Dog,2015,Labrador Retriever/Chinese Sharpei,8
Dog,2015,Cocker Spaniel,8
Dog,2015,Labrador Retriever/Pointer,8
Dog,2015,Basenji Mix,8
Dog,2015,Cardigan Welsh Corgi/Chihuahua Shorthair,8
Dog,2015,Australian Cattle Dog/German Shepherd,8
Dog,2015,Boston Terrier,8
Dog,2015,Alaskan Husky Mix,8
Dog,2015,Anatol Shepherd,8
Dog,2015,Border Collie,8
Dog,2015,Mastiff/Chinese Sharpei,7
Dog,2015,Siberian Husky/German Shepherd,7
Dog,2015,Swedish Vallhund Mix,7
Dog,2015,Toy Fox Terrier Mix,7
Dog,2015,Smooth Fox Terrier Mix,7
Dog,2015,Miniature Pinscher,7
Dog,2015,Parson Russell Terrier Mix,7
Dog,2015,Treeing Walker Coonhound Mix,7
Dog,2015,Pomeranian/Chihuahua Longhair,7
Dog,2015,Yorkshire Terrier/Rat Terrier,7
Dog,2015,Italian Greyhound Mix,7
Dog,2015,Greyhound Mix,7
Dog,2015,Chihuahua Shorthair/Pug,7
Dog,2015,Collie Rough Mix,7
Dog,2015,English Coonhound Mix,7
Dog,2015,Chihuahua Shorthair/Yorkshire Terrier,7
Dog,2015,Dogo Argentino Mix,7
Dog,2015,Toy Poodle,6
Dog,2015,Wire Hair Fox Terrier Mix,6
Dog,2015,Treeing Cur Mix,6
Dog,2015,Pit Bull/Pointer,6
Dog,2015,Standard Poodle/Labrador Retriever,6
Dog,2015,Yorkshire Terrier/Miniature Schnauzer,6
Dog,2015,Chihuahua Shorthair/Miniature Pinscher,6
Dog,2015,Dachshund/Beagle,6
Dog,2015,Flat Coat Retriever/Papillon,6
Dog,2015,Chihuahua Shorthair/Pomeranian,6
Dog,2015,Labrador Retriever/Golden Retriever,6
Dog,2015,Finnish Spitz Mix,6
Dog,2015,Chihuahua Shorthair/Pit Bull,6
Dog,2015,Dutch Shepherd Mix,6
Dog,2015,German Shepherd/Boxer,6
Dog,2015,Australian Shepherd/Anatol Shepherd,6
Dog,2015,Chihuahua Longhair,6
Dog,2015,Cairn Terrier/Chihuahua Shorthair,6
Dog,2015,Basset Hound/Labrador Retriever,6
Dog,2015,Chesa Bay Retr Mix,6
Dog,2015,Australian Cattle Dog/Pit Bull,6
Dog,2015,American Bulldog,6
Dog,2015,Beagle/Dachshund,6
Dog,2015,Boston Terrier/Chihuahua Shorthair,6
Dog,2015,Brittany Mix,6
Dog,2015,Pit Bull/Australian Cattle Dog,5
Dog,2015,Patterdale Terr Mix,5
Dog,2015,Pit Bull/Chinese Sharpei,5
Dog,2015,Miniature Poodle/Cocker Spaniel,5
Dog,2015,Staffordshire,5
Dog,2015,Yorkshire Terrier/Chihuahua Longhair,5
Dog,2015,Miniature Pinscher/Chihuahua Shorthair,5
Dog,2015,Rottweiler/Labrador Retriever,5
Dog,2015,Vizsla Mix,5
Dog,2015,Miniature Schnauzer/Yorkshire Terrier,5
Dog,2015,Pomeranian,5
Dog,2015,St. Bernard Smooth Coat Mix,5
Dog,2015,Yorkshire Terrier/Miniature Poodle,5
Dog,2015,Chihuahua Shorthair/Manchester Terrier,5
Dog,2015,Collie Smooth/Labrador Retriever,5
Dog,2015,Chihuahua Shorthair/Beagle,5
Dog,2015,Chow Chow/Pit Bull,5
Dog,2015,Chinese Sharpei,5
Dog,2015,Lhasa Apso/Miniature Poodle,5
Dog,2015,Great Dane,5
Dog,2015,English Springer Spaniel Mix,5
Dog,2015,Dachshund/Labrador Retriever,5
Dog,2015,Harrier/Catahoula,5
Dog,2015,Dachshund Wirehair/Chihuahua Shorthair,5
Dog,2015,Field Spaniel Mix,5
Dog,2015,Chihuahua Shorthair/Swedish Vallhund,5
Dog,2015,German Shepherd/Chow Chow,5
Dog,2015,German Shepherd/Rottweiler,5
Dog,2015,Australian Shepherd/Chihuahua Shorthair,5
Dog,2015,Cardigan Welsh Corgi/Australian Cattle Dog,5
Dog,2015,Beagle/Vizsla,5
Dog,2015,Beagle/Pug,5
Dog,2015,Boerboel Mix,5
Dog,2015,Catahoula/Labrador Retriever,5
Dog,2015,Carolina Dog/Chihuahua Shorthair,5
Dog,2015,Akita Mix,5
Dog,2015,Australian Shepherd/Border Collie,5
Dog,2015,Australian Shepherd/Labrador Retriever,5
Dog,2015,Schipperke Mix,4
Dog,2015,Vizsla,4
Dog,2015,Tibetan Terrier Mix,4
Dog,2015,Pit Bull/Plott Hound,4
Dog,2015,Manchester Terrier/Dachshund,4
Dog,2015,Pug/Labrador Retriever,4
Dog,2015,Shih Tzu/Miniature Poodle,4
Dog,2015,Rat Terrier/Boston Terrier,4
Dog,2015,Norfolk Terrier/Chihuahua Shorthair,4
Dog,2015,Miniature Poodle/Maltese,4
Dog,2015,Rhod Ridgeback/Labrador Retriever,4
Dog,2015,Yorkshire Terrier/Cairn Terrier,4
Dog,2015,Landseer Mix,4
Dog,2015,Chihuahua Shorthair/Italian Greyhound,4
Dog,2015,Dachshund Wirehair/Toy Poodle,4
Dog,2015,Maltese,4
Dog,2015,Labrador Retriever/Rottweiler,4
Dog,2015,Golden Retriever/Labrador Retriever,4
Dog,2015,German Shepherd/Anatol Shepherd,4
Dog,2015,Dogue De Bordeaux Mix,4
Dog,2015,German Shepherd/Siberian Husky,4
Dog,2015,Dachshund Longhair,4
Dog,2015,Labrador Retriever/Rhod Ridgeback,4
Dog,2015,Chihuahua Shorthair/Pembroke Welsh Corgi,4
Dog,2015,Labrador Retriever/Siberian Husky,4
Dog,2015,Jack Russell Terrier/Beagle,4
Dog,2015,Lhasa Apso,4
Dog,2015,Great Dane/Labrador Retriever,4
Dog,2015,German Shepherd/Australian Cattle Dog,4
Dog,2015,English Pointer Mix,4
Dog,2015,German Wirehaired Pointer Mix,4
Dog,2015,Catahoula/Australian Cattle Dog,4
Dog,2015,Alaskan Husky,4
Dog,2015,Cairn Terrier,4
Dog,2015,Bernese Mountain Dog Mix,4
Dog,2015,Border Collie/Australian Cattle Dog,4
Dog,2015,Blue Lacy,4
Dog,2015,Anatol Shepherd/Redbone Hound,4
Dog,2015,Cardigan Welsh Corgi/Pointer,4
Dog,2015,Border Collie/German Shepherd,4
Dog,2015,Black Mouth Cur/Catahoula,4
Dog,2015,Bloodhound,4
Dog,2015,Tibetan Spaniel Mix,3
Dog,2015,Neapolitan Mastiff Mix,3
Dog,2015,Whippet/Labrador Retriever,3
Dog,2015,Pbgv,3
Dog,2015,Standard Poodle Mix,3
Dog,2015,Pit Bull/Chow Chow,3
Dog,2015,Papillon,3
Dog,2015,Rat Terrier/Miniature Poodle,3
Dog,2015,Silky Terrier Mix,3
Dog,2015,Pbgv Mix,3
Dog,2015,Picardy Sheepdog Mix,3
Dog,2015,Scottish Terrier Mix,3
Dog,2015,Maltese/Toy Poodle,3
Dog,2015,Shih Tzu/Miniature Schnauzer,3
Dog,2015,Pointer/Border Collie,3
Dog,2015,Pit Bull/Boston Terrier,3
Dog,2015,Weimaraner,3
Dog,2015,Siberian Husky/Border Collie,3
Dog,2015,Siberian Husky/Labrador Retriever,3
Dog,2015,Wirehaired Pointing Griffon Mix,3
Dog,2015,Irish Terrier Mix,3
Dog,2015,German Shepherd/Alaskan Husky,3
Dog,2015,Dachshund/Pug,3
Dog,2015,Great Pyrenees/Catahoula,3
Dog,2015,Labrador Retriever/Doberman Pinsch,3
Dog,2015,Collie Smooth,3
Dog,2015,Labrador Retriever/Redbone Hound,3
Dog,2015,Labrador Retriever/Greyhound,3
Dog,2015,Jack Russell Terrier/Rat Terrier,3
Dog,2015,Labrador Retriever/Mastiff,3
Dog,2015,Great Pyrenees/Anatol Shepherd,3
Dog,2015,Labrador Retriever/Basset Hound,3
Dog,2015,Labrador Retriever/Flat Coat Retriever,3
Dog,2015,Chihuahua Shorthair/Basset Hound,3
Dog,2015,Labrador Retriever/German Shorthair Pointer,3
Dog,2015,German Shepherd/Pit Bull,3
Dog,2015,German Shepherd/Australian Shepherd,3
Dog,2015,Beagle/Labrador Retriever,3
Dog,2015,Belgian Malinois,3
Dog,2015,American Bulldog/Basset Hound,3
Dog,2015,Bichon Frise,3
Dog,2015,Beagle/Basset Hound,3
Dog,2015,American Eskimo Mix,3
Dog,2015,Catahoula/Chinese Sharpei,3
Dog,2015,Airedale Terrier Mix,3
Dog,2015,Alaskan Malamute,3
Dog,2015,Australian Cattle Dog/Pointer,3
Dog,2015,Boxer/Staffordshire,3
Dog,2015,Australian Cattle Dog/Staffordshire,3
Dog,2015,Cardigan Welsh Corgi,3
Dog,2015,Bloodhound Mix,3
Dog,2015,Catahoula,3
Dog,2015,Australian Kelpie,3
Dog,2015,Cavalier Span Mix,3
Dog,2015,Anatol Shepherd/Border Collie,3
Dog,2015,Australian Cattle Dog/Beagle,3
Dog,2015,Blue Lacy/Australian Kelpie,3
Dog,2015,Boxer/Anatol Shepherd,3
Dog,2015,Blue Lacy/Pit Bull,3
Dog,2015,Australian Cattle Dog/Border Collie,3
Dog,2015,Bluetick Hound Mix,3
Dog,2015,Bull Terrier,3
Dog,2015,Australian Kelpie/Pit Bull,3
Dog,2015,Cane Corso,3
Dog,2015,Anatol Shepherd/Great Pyrenees,3
Dog,2015,Beagle/German Shepherd,3
Dog,2015,Anatol Shepherd/Mastiff,3
Dog,2015,Beagle/Pointer,3
Dog,2015,Border Collie/Great Pyrenees,3
Dog,2015,Catahoula/Cardigan Welsh Corgi,3
Dog,2015,American Pit Bull Terrier/Labrador Retriever,3
Dog,2015,Bearded Collie Mix,3
Dog,2015,Akita/Siberian Husky,3
Dog,2015,Bedlington Terr Mix,3
Dog,2015,Australian Cattle Dog/Akita,3
Dog,2015,Australian Terrier Mix,3
Dog,2015,Boxer/Australian Cattle Dog,3
Dog,2015,Pit Bull/Basset Hound,2
Dog,2015,Plott Hound,2
Dog,2015,Parson Russell Terrier,2
Dog,2015,Miniature Poodle/Dachshund,2
Dog,2015,Pit Bull/Alaskan Husky,2
Dog,2015,Shiba Inu,2
Dog,2015,West Highland,2
Dog,2015,Yorkshire Terrier/Border Terrier,2
Dog,2015,Parson Russell Terrier/Beagle,2
Dog,2015,Pit Bull/Bulldog,2
Dog,2015,Pekingese,2
Dog,2015,Shih Tzu/Cardigan Welsh Corgi,2
Dog,2015,Old English Bulldog Mix,2
Dog,2015,Pointer/Australian Cattle Dog,2
Dog,2015,Saluki,2
Dog,2015,Queensland Heeler/Chihuahua Shorthair,2
Dog,2015,Miniature Poodle/Yorkshire Terrier,2
Dog,2015,Pit Bull/Dachshund,2
Dog,2015,Staffordshire/Boston Terrier,2
Dog,2015,Yorkshire Terrier/Norfolk Terrier,2
Dog,2015,Mexican Hairless Mix,2
Dog,2015,Rat Terrier/Cardigan Welsh Corgi,2
Dog,2015,Nova Scotia Duck Tolling Retriever Mix,2
Dog,2015,Miniature Poodle/Chihuahua Shorthair,2
Dog,2015,Tibetan Terrier/Lhasa Apso,2
Dog,2015,Queensland Heeler,2
Dog,2015,Rottweiler/Rhod Ridgeback,2
Dog,2015,Silky Terrier/Yorkshire Terrier,2
Dog,2015,Pomeranian/Chihuahua Shorthair,2
Dog,2015,Pekingese/Jack Russell Terrier,2
Dog,2015,Vizsla/Labrador Retriever,2
Dog,2015,Miniature Poodle/Lhasa Apso,2
Dog,2015,Weimaraner/Pit Bull,2
Dog,2015,Newfoundland Mix,2
Dog,2015,Podengo Pequeno Mix,2
Dog,2015,St. Bernard Rough Coat/Boxer,2
Dog,2015,Pharaoh Hound,2
Dog,2015,Shih Tzu/Yorkshire Terrier,2
Dog,2015,Manchester Terrier/Pembroke Welsh Corgi,2
Dog,2015,Manchester Terrier/Norfolk Terrier,2
Dog,2015,Mastiff/Boxer,2
Dog,2015,Miniature Schnauzer/Cairn Terrier,2
Dog,2015,Rottweiler/Chow Chow,2
Dog,2015,Old English Bulldog,2
Dog,2015,Labrador Retriever/Collie Smooth,2
Dog,2015,Great Pyrenees/Pointer,2
Dog,2015,English Shepherd,2
Dog,2015,Irish Terrier/Border Terrier,2
Dog,2015,Dachshund/Miniature Poodle,2
Dog,2015,Chihuahua Shorthair/Cairn Terrier,2
Dog,2015,Collie Rough/Labrador Retriever,2
Dog,2015,Italian Greyhound/Chihuahua Shorthair,2
Dog,2015,Chihuahua Shorthair/Whippet,2
Dog,2015,Dachshund/Rat Terrier,2
Dog,2015,Leonberger Mix,2
Dog,2015,Dachshund/Yorkshire Terrier,2
Dog,2015,Golden Retriever/Beagle,2
Dog,2015,Chinese Crested Mix,2
Dog,2015,Golden Retriever/Collie Rough,2
Dog,2015,Jack Russell Terrier/Border Collie,2
Dog,2015,Labrador Retriever/Great Dane,2
Dog,2015,German Shepherd/Black Mouth Cur,2
Dog,2015,Labrador Retriever/Miniature Poodle,2
Dog,2015,Jack Russell Terrier/Dachshund,2
Dog,2015,Great Pyrenees/Golden Retriever,2
Dog,2015,German Shepherd/Border Collie,2
Dog,2015,Labrador Retriever/Standard Poodle,2
Dog,2015,Jack Russell Terrier/Shih Tzu,2
Dog,2015,French Bulldog Mix,2
Dog,2015,Japanese Chin Mix,2
Dog,2015,German Shepherd/Akita,2
Dog,2015,Jindo Mix,2
Dog,2015,Labrador Retriever/Collie Rough,2
Dog,2015,Keeshond Mix,2
Dog,2015,Golden Retriever/Chow Chow,2
Dog,2015,Dalmatian/Australian Cattle Dog,2
Dog,2015,Golden Retriever/Dachshund,2
Dog,2015,German Shepherd/Chinese Sharpei,2
Dog,2015,Chow Chow,2
Dog,2015,Chihuahua Shorthair/Smooth Fox Terrier,2
Dog,2015,English Setter Mix,2
Dog,2015,Dachshund Longhair/Miniature Schnauzer,2
Dog,2015,Dachshund/Bull Terrier,2
Dog,2015,Labrador Retriever/Australian Kelpie,2
Dog,2015,Feist Mix,2
Dog,2015,Cocker Spaniel/Chihuahua Shorthair,2
Dog,2015,Finnish Spitz,2
Dog,2015,Chihuahua Shorthair/Miniature Schnauzer,2
Dog,2015,Dachshund/English Foxhound,2
Dog,2015,Dachshund Wirehair/Cairn Terrier,2
Dog,2015,Chow Chow/Australian Cattle Dog,2
Dog,2015,Labrador Retriever/Black Mouth Cur,2
Dog,2015,Coton De Tulear Mix,2
Dog,2015,Labrador Retriever/Blue Lacy,2
Dog,2015,Harrier,2
Dog,2015,Dutch Shepherd/Labrador Retriever,2
Dog,2015,Lhasa Apso/Cairn Terrier,2
Dog,2015,Cocker Spaniel/Miniature Poodle,2
Dog,2015,Dachshund/Pit Bull,2
Dog,2015,Chinese Sharpei/American Bulldog,2
Dog,2015,English Cocker Spaniel Mix,2
Dog,2015,German Shepherd/Collie Rough,2
Dog,2015,Border Collie/Dachshund,2
Dog,2015,Border Terrier/Miniature Poodle,2
Dog,2015,Carolina Dog/Australian Cattle Dog,2
Dog,2015,Blue Lacy/Pointer,2
Dog,2015,Cairn Terrier/Border Collie,2
Dog,2015,Black Mouth Cur/German Shepherd,2
Dog,2015,Bernese Mountain Dog,2
Dog,2015,Boxer/American Staffordshire Terrier,2
Dog,2015,Catahoula/Anatol Shepherd,2
Dog,2015,Australian Kelpie/Beagle,2
Dog,2015,Australian Cattle Dog/Jack Russell Terrier,2
Dog,2015,Chihuahua Longhair/Cardigan Welsh Corgi,2
Dog,2015,Canaan Dog Mix,2
Dog,2015,Chihuahua Longhair/Dachshund,2
Dog,2015,Beagle/Chihuahua Shorthair,2
Dog,2015,Black Mouth Cur/Mastiff,2
Dog,2015,Carolina Dog,2
Dog,2015,Boxer/Border Collie,2
Dog,2015,Border Terrier,2
Dog,2015,Boxer/Chinese Sharpei,2
Dog,2015,American Eskimo/Border Collie,2
Dog,2015,Boxer/Great Dane,2
Dog,2015,Australian Cattle Dog/Great Pyrenees,2
Dog,2015,Basenji/Australian Cattle Dog,2
Dog,2015,Beagle/Australian Cattle Dog,2
Dog,2015,Boxer/Miniature Poodle,2
Dog,2015,Border Collie/Boxer,2
Dog,2015,Alaskan Husky/German Shepherd,2
Dog,2015,Canaan Dog/Redbone Hound,2
Dog,2015,Australian Cattle Dog/Pembroke Welsh Corgi,2
Dog,2015,American Bulldog/Pit Bull,2
Dog,2015,Brittany,2
Dog,2015,Australian Cattle Dog/Chow Chow,2
Dog,2015,Australian Cattle Dog/Boxer,2
Dog,2015,Black Mouth Cur/Australian Cattle Dog,2
Dog,2015,Brittany/Labrador Retriever,2
Dog,2015,Border Collie/Pointer,2
Dog,2015,Australian Cattle Dog/Bull Terrier,2
Dog,2015,Australian Cattle Dog/Dachshund,2
Dog,2015,Border Collie/Australian Shepherd,2
Dog,2015,Beagle/Standard Poodle,2
Dog,2015,Bull Terrier Miniature,2
Dog,2015,American Foxhound Mix,2
Dog,2015,Australian Cattle Dog/Cardigan Welsh Corgi,2
Dog,2015,Border Terrier/Chihuahua Shorthair,2
Dog,2015,Bull Terrier/Boxer,2
Dog,2015,Black Mouth Cur/Basset Hound,2
Dog,2015,Bulldog Mix,2
Dog,2015,American Pit Bull Terrier,2
Dog,2015,Bullmastiff,2
Dog,2015,Boston Terrier/Dachshund,2
Dog,2015,Australian Cattle Dog/Chinese Sharpei,2
Dog,2015,Chihuahua Longhair/Maltese,2
Dog,2015,Boxer/Beagle,2
Dog,2015,Boxer/Black Mouth Cur,2
Dog,2015,Black Mouth Cur/Blue Lacy,2
Dog,2015,Manchester Terrier/Chihuahua Shorthair,1
Dog,2015,Smooth Fox Terrier/Rat Terrier,1
Dog,2015,Norwich Terrier/Cairn Terrier,1
Dog,2015,Otterhound Mix,1
Dog,2015,Plott Hound/Bull Terrier,1
Dog,2015,Pomeranian/Shetland Sheepdog,1
Dog,2015,Welsh Terrier,1
Dog,2015,Mastiff/Rottweiler,1
Dog,2015,Mastiff/German Shepherd,1
Dog,2015,Yorkshire Terrier/Shih Tzu,1
Dog,2015,Plott Hound/Australian Cattle Dog,1
Dog,2015,Maltese/Lhasa Apso,1
Dog,2015,Pembroke Welsh Corgi/Basset Hound,1
Dog,2015,Miniature Poodle/Border Terrier,1
Dog,2015,Vizsla/German Shepherd,1
Dog,2015,Miniature Poodle/Cairn Terrier,1
Dog,2015,Whippet/Jack Russell Terrier,1
Dog,2015,Pharaoh Hound/Australian Cattle Dog,1
Dog,2015,Pomeranian/American Eskimo,1
Dog,2015,Pug/Border Terrier,1
Dog,2015,Pit Bull/Pug,1
Dog,2015,Pug/Boston Terrier,1
Dog,2015,St. Bernard Rough Coat,1
Dog,2015,Pharaoh Hound/Border Collie,1
Dog,2015,Staffordshire/Boxer,1
Dog,2015,Pug/French Bulldog,1
Dog,2015,Norfolk Terrier,1
Dog,2015,Mastiff/Cane Corso,1
Dog,2015,Pointer,1
Dog,2015,Pug/Pekingese,1
Dog,2015,Pembroke Welsh Corgi/Dachshund,1
Dog,2015,Pug/Pit Bull,1
Dog,2015,Norfolk Terrier/Dachshund,1
Dog,2015,Pug/Pomeranian,1
Dog,2015,Norwich Terrier/Border Terrier,1
Dog,2015,Pug/Schipperke,1
Dog,2015,Wire Hair Fox Terrier,1
Dog,2015,Pug/Staffordshire,1
Dog,2015,Pembroke Welsh Corgi/Golden Retriever,1
Dog,2015,Old English Sheepdog,1
Dog,2015,Siberian Husky/Australian Cattle Dog,1
Dog,2015,Maltese/Shih Tzu,1
Dog,2015,Pembroke Welsh Corgi/Anatol Shepherd,1
Dog,2015,Old English Sheepdog Mix,1
Dog,2015,Skye Terrier Mix,1
Dog,2015,Queensland Heeler/German Shepherd,1
Dog,2015,Pit Bull/Weimaraner,1
Dog,2015,Queensland Heeler/Great Dane,1
Dog,2015,Miniature Pinscher/Whippet,1
Dog,2015,Queensland Heeler/Pit Bull,1
Dog,2015,Newfoundland/Border Collie,1
Dog,2015,Queensland Heeler/Pointer,1
Dog,2015,Staffordshire/Labrador Retriever,1
Dog,2015,Miniature Poodle/English Cocker Spaniel,1
Dog,2015,Standard Poodle/Whippet,1
Dog,2015,Miniature Poodle/Havanese,1
Dog,2015,Plott Hound/Pit Bull,1
Dog,2015,Rat Terrier/Beagle,1
Dog,2015,Toy Fox Terrier/Dachshund,1
Dog,2015,Pit Bull/American Foxhound,1
Dog,2015,Toy Poodle/Cocker Spaniel,1
Dog,2015,Rat Terrier/Cairn Terrier,1
Dog,2015,Pointer/American Pit Bull Terrier,1
Dog,2015,Papillon/Australian Cattle Dog,1
Dog,2015,Vizsla/Catahoula,1
Dog,2015,Miniature Poodle/Labrador Retriever,1
Dog,2015,Vizsla/Staffordshire,1
Dog,2015,Rat Terrier/English Pointer,1
Dog,2015,Pointer/Boxer,1
Dog,2015,Rat Terrier/Jack Russell Terrier,1
Dog,2015,Mastiff/Akita,1
Dog,2015,Papillon/Chihuahua Shorthair,1
Dog,2015,Whippet/Borzoi,1
Dog,2015,Pit Bull/Beagle,1
Dog,2015,Whippet/Treeing Cur,1
Dog,2015,Redbone Hound,1
Dog,2015,Wire Hair Fox Terrier/Chihuahua Shorthair,1
Dog,2015,Pit Bull/Black Mouth Cur,1
Dog,2015,Pointer/Pit Bull,1
Dog,2015,Redbone Hound/Australian Cattle Dog,1
Dog,2015,Yorkshire Terrier/Chinese Crested,1
Dog,2015,Rhod Ridgeback,1
Dog,2015,Siberian Husky/Anatol Shepherd,1
Dog,2015,Papillon/Miniature Poodle,1
Dog,2015,Siberian Husky/Australian Shepherd,1
Dog,2015,Manchester Terrier/Australian Kelpie,1
Dog,2015,Miniature Schnauzer/West Highland,1
Dog,2015,Rhod Ridgeback/Mastiff,1
Dog,2015,Siberian Husky/Pit Bull,1
Dog,2015,Rhod Ridgeback/Pit Bull,1
Dog,2015,Pit Bull/Queensland Heeler,1
Dog,2015,Rhod Ridgeback/Plott Hound,1
Dog,2015,Pit Bull/Rottweiler,1
Dog,2015,Pit Bull/Bull Terrier,1
Dog,2015,Soft Coated Wheaten Terrier,1
Dog,2015,Miniature Poodle/Pomeranian,1
Dog,2015,Spanish Mastiff Mix,1
Dog,2015,Rottweiler/Australian Cattle Dog,1
Dog,2015,Pembroke Welsh Corgi/Australian Shepherd,1
Dog,2015,Rottweiler/Beagle,1
Dog,2015,St. Bernard Smooth Coat,1
Dog,2015,Maltese/Yorkshire Terrier,1
Dog,2015,Plott Hound/Blue Lacy,1
Dog,2015,Miniature Poodle/Shih Tzu,1
Dog,2015,Plott Hound/Boxer,1
Dog,2015,Pit Bull/Cardigan Welsh Corgi,1
Dog,2015,Staffordshire/Bull Terrier,1
Dog,2015,Pit Bull/Carolina Dog,1
Dog,2015,Standard Poodle,1
Dog,2015,Pekingese/Cavalier Span,1
Dog,2015,Plott Hound/German Shepherd,1
Dog,2015,Saluki Mix,1
Dog,2015,Standard Schnauzer,1
Dog,2015,Samoyed Mix,1
Dog,2015,Manchester Terrier/Beagle,1
Dog,2015,Pit Bull/Chihuahua Shorthair,1
Dog,2015,Plott Hound/Whippet,1
Dog,2015,Pekingese/Chihuahua Shorthair,1
Dog,2015,Norfolk Terrier/Border Terrier,1
Dog,2015,Scottish Terrier,1
Dog,2015,Toy Fox Terrier/Yorkshire Terrier,1
Dog,2015,Papillon/Skye Terrier,1
Dog,2015,Norfolk Terrier/Cairn Terrier,1
Dog,2015,Shetland Sheepdog,1
Dog,2015,Toy Poodle/Maltese,1
Dog,2015,Manchester Terrier/Labrador Retriever,1
Dog,2015,Treeing Walker Coonhound,1
Dog,2015,Shetland Sheepdog/Basenji,1
